Title,Desc,Type,BodyPart,Equipment,Level,Rating,title_id
Sled Drag - Harness,,strongman,quadriceps,other,intermediate,0.0,Sled Drag - Harness
Burpee over barbell,"The burpee over barbell is an exercise that takes the burpee, a popular functional fitness move, and separates each rep with a lateral jump across the barbell. It works the cardiovascular system, but also the chest, quads, glutes, hamstrings, and abs. This exercise is a favorite of many athletes, including obstacle race participants.",plyometrics,quadriceps,other,intermediate,0.0,burpee over barbell
Dumbbell walking lunge-,"The dumbbell walking lunge is a popular lower-body movement that targets the muscles of the quads, glutes, hamstrings, and hips. It also works the core and upper-back muscles to maintain posture while the lower body moves. The dumbbell walking lunge is often performed for moderate to high reps, such as 8-12 reps per leg or more, as part of the lower-body portion of a workout. If this movement hurts your knees, try performing reverse lunges or split squats instead.",strength,quadriceps,other,intermediate,0.0,dumbbell walking lunge-
Single-Leg Box Jump,,plyometrics,quadriceps,other,beginner,0.0,Single-kaki Box Jump
Conan's Wheel,,strongman,quadriceps,other,beginner,0.0,Conan's Wheel
Single-Leg Hop Progression,,plyometrics,quadriceps,other,beginner,0.0,Single-kaki Hop Progression
Rickshaw Deadlift,,strongman,quadriceps,other,beginner,0.0,Rickshaw deadlift
Single-cone sprint drill,"The single-cone sprint drill is an agility drill that involves moving quickly around a single cone. It demands that an athlete start, stop, and change directions all in a short period of time and a small space. It can be beneficial for football players and other athletes where quick changes of direction are important.",plyometrics,quadriceps,other,intermediate,0.0,Single-cone sprint drill
Single-Leg Stride Jump,,plyometrics,quadriceps,other,beginner,0.0,Single-kaki Stride Jump
Trap Bar Jump,,plyometrics,quadriceps,other,beginner,0.0,Trap Bar Jump
Single-Leg Lateral Hop,,plyometrics,quadriceps,other,beginner,0.0,Single-kaki Lateral Hop
Burpee Box-Jumps,,plyometrics,quadriceps,other,intermediate,0.0,burpee Box-Jumps
Sandbag Load,,strongman,quadriceps,other,beginner,0.0,Sandbag Load
Single-leg knee-tap squat,"The single-leg knee-tap squat is a single-leg squat variation that involves “floating” the back leg over the ground on the descent until touching just the knee to the ground or a pad. It is similar to a lunge, but without touching the back foot to the ground. It is an intense strength and coordination challenge that can work in any strength- or athleticism-focused workout.",strength,quadriceps,other,intermediate,0.0,Single-kaki knee-tap squat
Car Deadlift,,strongman,quadriceps,other,beginner,0.0,Car deadlift
Barbell Squat To A Box,,strength,quadriceps,other,beginner,0.0,barbell squat To A Box
Double Under,,cardio,quadriceps,other,beginner,0.0,Double Under
Plate push,"The plate push is a conditioning exercise that targets the cardiovascular system and the muscles of the lower body. It involves pushing a plate along turf or another flat surface either for time or distance. It can be used as part of a dynamic warm-up or for power training, as a finisher, or as part of a conditioning workout or circuit.",cardio,quadriceps,other,intermediate,7.9,pelat dorongan
Hybrid deadlift,"The hybrid deadlift is a version of the barbell deadlift in which the lifter's stance is wider than a conventional position, but narrower than a wide sumo deadlift. The feet are just outside the shoulders and grip placement is just inside of the legs. Many non-competitive lifters find this position to be more spine friendly and strong than either of the other traditional stances. This variation of the deadlift has all the same benefits as the others, and is capable of building serious full-body and posterior chain strength.",strength,quadriceps,other,intermediate,7.9,Hybrid deadlift
Boss Everline Suspension Side Run,,strength,quadriceps,other,intermediate,7.9,Boss Everline Suspension samping Run
Boss Everline Lunge Sled Push,,strength,quadriceps,other,intermediate,7.9,Boss Everline lunge Sled dorongan
Squat Bottom Position Hold,,strength,quadriceps,other,intermediate,7.9,squat Bottom Position tahan
TRX Squat Jump,,strength,quadriceps,other,intermediate,7.9,TRX squat Jump
Landmine squat,"The landmine squat is a lower-body exercise that uses an angled barbell anchored at floor level in a landmine device. It can also be performed by sticking a barbell in the corner of a room, preferably in a towel to protect the walls. The landmine squat is similar in many ways to a goblet squat, but with slight differences due to the angle of the barbell. It can be trained in traditional muscle and strength-focused rep ranges or for higher reps.",strength,quadriceps,other,intermediate,7.9,Landmine squat
Dumbbell Bulgarian split squat,"The dumbbell Bulgarian split squat is a single-leg exercise targeting the quads, glutes, and hamstrings. Overloading the movement with dumbbells usually presents less of a balance challenge than putting a barbell on the back. Dumbbell split squats are usually performed for moderate to high reps, such as 8-12 reps per leg, but they are also effective done with heavier weights in lower rep ranges.",strength,quadriceps,other,intermediate,7.9,dumbbell split squat Bulgaria
Holman Towel Alternating Prisoner Reverse Lunge,,strength,quadriceps,other,intermediate,7.9,Holman Towel bergantian Prisoner Reverse lunge
Holman Weighted Burpee to Belly Touch,,strength,quadriceps,other,intermediate,7.9,Holman berbeban burpee to Belly Touch
Holman Weighted Burpee to Front Punch,,strength,quadriceps,other,intermediate,7.9,Holman berbeban burpee to depan Punch
Holman Weighted Low Squat Punch,,strength,quadriceps,other,intermediate,7.9,Holman berbeban Low squat Punch
Holman Weighted Hook Punch to Squat Thrust,,strength,quadriceps,other,intermediate,7.9,Holman berbeban Hook Punch to squat Thrust
Holman Towel Alternating Side Lunge Squat,,strength,quadriceps,other,intermediate,7.9,Holman Towel bergantian samping lunge squat
Holman Weighted Burpee to Renegade Side Punch,,strength,quadriceps,other,intermediate,7.9,Holman berbeban burpee to Renegade samping Punch
Holman Weighted Reverse Lunge to Knee-Up Overhead Press,,strength,quadriceps,other,intermediate,7.9,Holman berbeban Reverse lunge to Knee-Up Overhead dorongan
Holman Lunge Jump with Overhead Press,,strength,quadriceps,other,intermediate,7.9,Holman lunge Jump with Overhead dorongan
Holman Weighted Burpee to Belly Touch to Standing T,,strength,quadriceps,other,intermediate,7.9,Holman berbeban burpee to Belly Touch to berdiri T
Holman Weighted Squat Jump,,strength,quadriceps,other,intermediate,7.9,Holman berbeban squat Jump
Holman Weighted Plie Squat,,strength,quadriceps,other,intermediate,7.9,Holman berbeban Plie squat
Holman Heels-Elevated Sissy Squat,,strength,quadriceps,other,intermediate,7.9,Holman Heels-Elevated Sissy squat
Holman Squat Jump to Overhead Press,,strength,quadriceps,other,intermediate,7.9,Holman squat Jump to Overhead dorongan
Holman 180 Jump to Overhead Press,,strength,quadriceps,other,intermediate,7.9,Holman 180 Jump to Overhead dorongan
Holman Weighted Burpee to Row,,strength,quadriceps,other,intermediate,7.9,Holman berbeban burpee to tarikan
Holman Weighted Burpee to 180 Jump,,strength,quadriceps,other,intermediate,7.9,Holman berbeban burpee to 180 Jump
Holman Weighted 180 Jump,,strength,quadriceps,other,intermediate,7.9,Holman berbeban 180 Jump
Holman Weighted Narrow-Mid-Wide Hop,,strength,quadriceps,other,intermediate,7.9,Holman berbeban Narrow-Mid-Wide Hop
Holman Alternating Weighted Diagonal Burpee,,strength,quadriceps,other,intermediate,7.9,Holman bergantian berbeban Diagonal burpee
Holman Towel Burpee to Push-Up,,strength,quadriceps,other,intermediate,7.9,Holman Towel burpee to dorongan-up
Holman Towel Right Side Squat,,strength,quadriceps,other,intermediate,7.9,Holman Towel Right samping squat
ACFT Sprint-drag-carry,"The sprint-drag-carry is a strength and endurance relay that is part of the new Army Combat Fitness Test or ACFT. It combines sprinting, reverse sled drag, side shuffle, and a farmer's carry to test overall strength and athletic conditioning. Practicing this relay as a drill is great for developing strenght, speed, endurance, and power, and can also be great conditioning work for lifters and athletes of all ability levels.",strength,quadriceps,other,intermediate,7.9,ACFT Sprint-drag-carry
Cable Hip Adduction,,strength,quadriceps,cable,beginner,8.2,kabel pinggul Adduction
Cable Deadlifts,,strength,quadriceps,cable,beginner,7.7,kabel Deadlifts
KV Cable Squat,,strength,quadriceps,cable,intermediate,7.9,KV kabel squat
Single-Leg Press,"The single-leg leg press is an exercise targeting the quadriceps one leg at a time. Many lifters prefer the leg press to squatting for several reasons, including the perception that it’s safer for the spine.",strength,quadriceps,machine,intermediate,9.6,Single-dorongan kaki
Stair climber,"The stair climber is a popular cardio machine found in most commercial gyms. Along with burning a ton of calories, the stair climber also helps build strength in the lower body, especially the glutes. It can work well at higher speeds for interval-style conditioning training, but also works well at slower paces for steady-state cardio.",cardio,quadriceps,machine,intermediate,9.1,Stair climber
Leg Press,The leg press is a machine exercise targeting the quadriceps. It’s favorite among lifters who prefer the seated position to standing with a load on the spine.,strength,quadriceps,machine,intermediate,8.8,dorongan kaki
Elliptical trainer,"The elliptical trainer is a popular machine for cardiovascular training without the significant impact on your joints of running. On many machines, you can adjust the resistance level to make the movement more difficult for all four limbs. The elliptical is a mainstay in most commercial gyms, and can be equally effective for HIIT-style interval workouts or for longer-duration endurance work.",cardio,quadriceps,machine,intermediate,8.8,Elliptical trainer
Narrow-stance leg press,"The narrow-stance leg press is a machine-based exercise that targets the muscles of the legs. It emphasizes the quads, particularly the muscles of the outer quads and hips. It is often used as an accessory for squats, or as a muscle-building movement during lower-body training when it is usually performed for moderate to high reps, such as 8-12 reps per set or more.",strength,quadriceps,machine,intermediate,8.8,Narrow-stance dorongan kaki
Narrow Stance Hack Squats,,strength,quadriceps,machine,beginner,8.8,Narrow Stance Hack squat
Stairmaster,"The stair climber is a popular cardio machine found in most commercial gyms. Along with burning a ton of calories, the stair climber also helps build strength in the lower body, especially the glutes. It can work well at higher speeds for interval-style conditioning training, but also works well at slower paces for steady-state cardio.",cardio,quadriceps,machine,intermediate,8.8,Stairmaster
Machine Squat,,strength,quadriceps,machine,intermediate,8.8,mesin squat
Smith machine back squat,"The Smith machine back squat is a machine-based exercise targeting the muscles of the lower body. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a full-body or lower-body workout.",strength,quadriceps,machine,intermediate,8.7,Smith mesin squat belakang
Leg Extensions,The leg extension is an isolation exercise for the quads.,strength,quadriceps,machine,intermediate,8.5,kaki ekstensi
Treadmill running,"Treadmill running is a popular cardiovascular exercise performed on a machine that is available in most gyms. Performing this exercise on a treadmill allows you to adjust the speed of your running and, depending on the machine, perform it on an adjustable incline. Many machines also have built-in heart rate monitors and timers to help you track your progress.",cardio,quadriceps,machine,intermediate,8.4,Treadmill running
Stationary bike,"The stationary bike is a popular cardio machine found in most commercial gyms. Along with burning a ton of calories, the stationary bike also helps develop the lower body. Stationary bikes come in multiple variations, ranging from ones that resemble riding a bike, to recumbent bikes, to fan bikes that work both the arms and the legs. No matter the variation, a stationary bike can work well at higher speeds for interval-style conditioning training, but also works well at slower paces for steady-state cardio.",cardio,quadriceps,machine,intermediate,8.3,Stationary bike
Treadmill jogging,"Treadmill jogging is a popular cardiovascular exercise performed on a machine that is available in most gyms. Performing this exercise on a treadmill allows you to adjust the speed of your jogging and, depending on the machine, perform it on an adjustable incline. Many machines also have built-in heart rate monitors and timers to help you track your progress.",cardio,quadriceps,machine,intermediate,8.3,Treadmill jogging
Recumbent Bike,,cardio,quadriceps,machine,beginner,8.2,Recumbent Bike
Smith machine leg press,"The Smith machine leg press is a machine-based movement that targets the quads, glutes, and hamstrings. It can serve as a substitute for the leg press or be programmed similarly to the leg press. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of lower-body training. If your Smith machine has safety bars, set them at a height that allows you a full range of motion while giving adequate protection from the weight potentially falling.",strength,quadriceps,machine,intermediate,8.0,Smith mesin dorongan kaki
Lying Machine Squat,,strength,quadriceps,machine,intermediate,8.0,berbaring mesin squat
Seated Leg Press,"The seated leg press is a lower body exercise that targets the quads, adductors, glutes, and hamstrings.",strength,quadriceps,machine,intermediate,7.7,duduk dorongan kaki
Smith machine pistol squat,"The Smith machine pistol squat is a machine-based exercise that targets the quads, glutes, and hamstrings. It is similar in form to a pistol squat but is performed with a bar on the shoulders. This adds extra resistance, but also eliminates some of the balance challenge of single-leg squats. This squat variation can be performed in low reps for strength or for higher reps for muscle gain.",strength,quadriceps,machine,intermediate,7.0,Smith mesin pistol squat
Leverage Deadlift,,strength,quadriceps,machine,beginner,0.0,Leverage deadlift
Leg press-,"The leg press is a machine exercise targeting the leg muscles, including the quads, glutes, and hamstrings. It's a favorite among lifters who prefer the seated position to standing with a load on the spine. The leg press is often used as an accessory for squats or deadlifts, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.",strength,quadriceps,machine,intermediate,7.9,dorongan kaki-
TBS Hack Squat,"The hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.",strength,quadriceps,machine,intermediate,7.9,TBS Hack squat
Leg Extensions - Gethin Variation,The leg extension is an isolation exercise for the quads.,strength,quadriceps,machine,intermediate,7.9,kaki ekstensi - Gethin Variation
Seated leg press-,"The seated leg press is a machine-based exercise that targets the quads, glutes, and hamstrings. It is similar in many ways to larger leg press machines, but often utilizes a selectorized weight stack rather than plate loading. Leg press variations are often used as an accessory for squats or deadlifts, but can also be the main lower-body movement in a workout. This movement is often performed for moderate to high reps, such as 8-12 reps per set or more.",strength,quadriceps,machine,intermediate,7.9,duduk dorongan kaki-
Smith machine front squat,"The Smith machine front squat is a machine-based exercise targeting the muscles of the lower body. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a full-body or lower-body workout.",strength,quadriceps,machine,intermediate,7.9,Smith mesin squat depan
Machine Deadlift - Gethin Variation,,strength,quadriceps,machine,intermediate,7.9,mesin deadlift - Gethin Variation
Single-leg hack squat,"The single-leg hack squat is a lower-body exercise mainly targeting the quads, performed one side at a time per set. It is often used as an accessory for squats, or as a muscle-building movement during lower-body training, and is usually performed for moderate to high reps, such as 8-12 reps per set or more.",strength,quadriceps,machine,intermediate,7.9,Single-kaki hack squat
Narrow-stance hack squat,"The narrow-stance hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, or as a muscle-building movement during lower-body training, and is usually performed for moderate to high reps, such as 8-12 reps per set or more.",strength,quadriceps,machine,intermediate,7.9,Narrow-stance hack squat
Alternating Single-Leg Curl - Gethin Variation,,strength,quadriceps,machine,intermediate,7.9,bergantian Single-kaki tekukan - Gethin Variation
Stiff-Legged Deadlift - Gethin Variation,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",strength,quadriceps,machine,intermediate,7.9,Stiff-Legged deadlift - Gethin Variation
Single-Leg Press - Gethin Variation,"The single-leg leg press is an exercise targeting the quadriceps one leg at a time. Many lifters prefer the leg press to squatting for several reasons, including the perception that it’s safer for the spine.",strength,quadriceps,machine,intermediate,7.9,Single-dorongan kaki - Gethin Variation
Hack squat-,"The hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.",strength,quadriceps,machine,intermediate,7.9,Hack squat-
Smith machine lunge squat,"The Smith machine lunge squat is an exercise targeting the quads, glutes, and hamstrings. Using added weight allows you to overload the exercise beyond body weight and perform the movement in strength ranges. The Smith machine mimics a barbell but provides more stability.",strength,quadriceps,machine,intermediate,7.9,Smith mesin lunge squat
Hack Squat - Gethin Variation,"The hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.",strength,quadriceps,machine,expert,7.9,Hack squat - Gethin Variation
Leg Press - Gethin Variation,The leg press is a machine exercise targeting the quadriceps. It’s favorite among lifters who prefer the seated position to standing with a load on the spine.,strength,quadriceps,machine,intermediate,7.9,dorongan kaki - Gethin Variation
AM Leg Press,The leg press is a machine exercise targeting the quadriceps. It’s favorite among lifters who prefer the seated position to standing with a load on the spine.,strength,quadriceps,machine,intermediate,7.9,AM dorongan kaki
Leg extension,"The leg extension is a popular machine-based exercise for the legs, particularly the quadriceps. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training.",strength,quadriceps,machine,intermediate,7.9,ekstensi kaki
UP Quad Extension,The leg extension is an isolation exercise for the quads.,strength,quadriceps,machine,intermediate,7.9,UP Quad ekstensi
UP Single-Leg Press,"The single-leg leg press is an exercise targeting the quadriceps one leg at a time. Many lifters prefer the leg press to squatting for several reasons, including the perception that it’s safer for the spine.",strength,quadriceps,machine,intermediate,7.9,UP Single-dorongan kaki
UP Leg Press,The leg press is a machine exercise targeting the quadriceps. It’s favorite among lifters who prefer the seated position to standing with a load on the spine.,strength,quadriceps,machine,intermediate,7.9,UP dorongan kaki
Pop Squat On Leg Press,,strength,quadriceps,machine,intermediate,7.9,Pop squat On dorongan kaki
King Maker Leg Press,The leg press is a machine exercise targeting the quadriceps. It’s favorite among lifters who prefer the seated position to standing with a load on the spine.,strength,quadriceps,machine,intermediate,7.9,King Maker dorongan kaki
Single-leg leg press,"The single-leg leg press is a machine exercise targeting the leg muscles, including the quads, glutes, and hamstrings. The leg press is often used as an accessory for squats or deadlifts, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.",strength,quadriceps,machine,intermediate,7.9,Single-kaki dorongan kaki
King Maker Hack Squat,"The hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.",strength,quadriceps,machine,intermediate,7.9,King Maker Hack squat
30 Legs Feet-High Leg Press,,strength,quadriceps,machine,intermediate,7.9,30 kaki Feet-High dorongan kaki
30 Legs Leg Press,,strength,quadriceps,machine,intermediate,7.9,30 kaki dorongan kaki
30 Legs Leg Press Calf Raise,,strength,quadriceps,machine,intermediate,7.9,30 kaki dorongan kaki betis angkat
30 Legs Lying Leg Curl,,strength,quadriceps,machine,intermediate,7.9,30 kaki tekukan kaki berbaring
30 Legs Machine Hack Squat,,strength,quadriceps,machine,intermediate,7.9,30 kaki mesin Hack squat
30 Legs Single-Leg Leg Extension,,strength,quadriceps,machine,intermediate,7.9,30 kaki Single-kaki ekstensi kaki
30 Legs Single-Leg Leg Press,,strength,quadriceps,machine,intermediate,7.9,30 kaki Single-kaki dorongan kaki
30 Legs Single-Leg Lying Leg Curl,,strength,quadriceps,machine,intermediate,7.9,30 kaki Single-kaki tekukan kaki berbaring
30 Legs Smith Machine Split Squat,,strength,quadriceps,machine,intermediate,7.9,30 kaki Smith mesin Split squat
30 Legs Smith Machine Squat,,strength,quadriceps,machine,intermediate,7.9,30 kaki Smith mesin squat
Jumping rope,"Jumping rope is a classic conditioning exercise that is popular with everyone from children to boxers to CrossFit athletes. It targets many different muscles, including the calves, glutes, shoulders, and upper back, and is great for everything from fat loss to improving overall athletic performance.",cardio,quadriceps,body only,intermediate,9.2,Jumping tali
Forward lunge,"The forward lunge is a lower-body bodyweight exercise targeting the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. The forward lunge places more emphasis on the quads than other lunge variations. It can be performed for time or reps in the lower-body portion of any workout.",strength,quadriceps,body only,intermediate,9.0,Forward lunge
Side-to-side box skip,"The side-to-side box skip is an explosive lower-body exercise that involves jumping laterally over a bench or box, landing with one foot on top of the surface, and then switching positions. It primarily targets the muscles of the lower body, but is also a serious cardiovascular challenge. It is often performed for high reps or for time as part of a fat-loss or athleticism-focused workout or circuit.",plyometrics,quadriceps,body only,intermediate,8.9,samping-to-samping box skip
Bodyweight squat,"The bodyweight squat is a fundamental exercise that strengthens the quads, glutes, and hamstrings. It can be performed as part of a dynamic warm-up, for time or reps during a workout, or for hip and spine mobility any time.",strength,quadriceps,body only,intermediate,8.8,squat berat badan
Broad jump,"The broad jump is an explosive lower-body exercise. It is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the farther you'll be able to jump.",plyometrics,quadriceps,body only,intermediate,8.8,Broad jump
Burpee,"The burpee is a high-intensity exercise that recruits the entire body to build strength and aerobic capacity. It is common in CrossFit workouts and group fitness classes, but can also be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",cardio,quadriceps,body only,intermediate,8.8,burpee
Trail Running/Walking,,cardio,quadriceps,body only,intermediate,8.7,Trail Running/Walking
Scissors Jump,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout.",plyometrics,quadriceps,body only,expert,8.5,Scissors Jump
Jumping jack-,"The jumping jack is a classic calisthenics exercise to improve overall conditioning. It’s one the most recognizable exercises on the planet, and it’s almost synonymous with training for military recruits. It can be done for time or reps, often in dynamic warm-ups or to mobilize the hips and shoulders.",plyometrics,quadriceps,body only,intermediate,8.5,lompat lompat jack-
Arms-crossed jump squat,"The arms-crossed jump squat is an explosive version of the jump squat. Crossing your arms eliminates any extra power that could come from swinging your arms, making the movement extra strict and challenging for the lower body. It can be performed for time or reps and is especially effective in a fat-loss or athleticism-focused circuit or workout.",strength,quadriceps,body only,intermediate,8.4,lengan-crossed jump squat
Bodyweight Reverse Lunge,"The reverse lunge is a lower-body exercise targeting the quads, glutes, and hamstrings. The reverse lunge places more emphasis on the glutes than other lunge variations.",strength,quadriceps,body only,intermediate,8.3,berat badan Reverse lunge
Alien Squat,,plyometrics,quadriceps,body only,beginner,8.2,Alien squat
Treadmill walking,"Treadmill walking is a popular cardiovascular exercise performed on a machine that is available in most gyms. Performing this exercise on a treadmill allows you to adjust the speed of your walking and, depending on the machine, perform it on an adjustable incline. Many machines also have built-in heart rate monitors and timers to help you track your progress.",cardio,quadriceps,body only,intermediate,8.2,Treadmill walking
Rocket Jump,,plyometrics,quadriceps,body only,beginner,8.0,Rocket Jump
Depth jump box jump,"The depth jump box jump is a plyometric exercise that entails jumping off one box, dropping into a squat, and then jumping up onto another box. These are all performed fluidly to complete one rep. Depth jumps have been a staple of high-level athletic programming for decades. They are usually performed for low reps with a focus on power and technique. If they hurt your knees or back, consider performing box jumps or squat jumps instead.",plyometrics,quadriceps,body only,intermediate,8.0,Depth jump box jump
Bodyweight Walking Lunge,"The walking lunge is a lower-body exercise that targets the glutes, quads, and hamstrings while challenging stability and balance. It can be performed for reps, time, or distance in the lower-body portion of any workout.",strength,quadriceps,body only,intermediate,8.0,berat badan Walking lunge
Walking High Knees,,cardio,quadriceps,body only,intermediate,7.8,Walking High Knees
Lateral lunge,"The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts.",strength,quadriceps,body only,intermediate,7.8,Lateral lunge
Jump Squat,"The jump squat is an explosive bodyweight exercise targeting the quads, hamstrings, and glutes. It is also a serious cardiovascular challenge when done for reps. It can be performed as a power exercise to build jumping power, or in any fat-loss or athleticism-focused workout.",plyometrics,quadriceps,body only,intermediate,7.6,Jump squat
Over bench jump,The over bench jump is a plyometric exercise requiring only a weight bench to perform. It improves jumping ability and athleticism while burning a lot of calories.,plyometrics,quadriceps,body only,intermediate,7.5,Over bangku jump
Split Jump,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout.",plyometrics,quadriceps,body only,intermediate,7.5,Split Jump
90-degree jump squat,"The 90-degree jump squat is an explosive bodyweight exercise that targets the muscles of the lower body, including the quads, glutes, and hamstrings, as well as the cardiovascular system. It can be performed for time or reps, usually in a fat-loss or athleticism-focused circuit workout.",plyometrics,quadriceps,body only,intermediate,7.0,90-degree jump squat
Skip,"The skip is an exercise that builds power and explosiveness in the legs. It's commonly performed by children and in gym classes, but is also great for working the legs and hip flexors, making it a favorite warm-up for athletes who need to explode vertically.",plyometrics,quadriceps,body only,intermediate,5.5,Skip
Kneeling hip flexor stretch,"The kneeling hip flexor stretch is a stretch targeting greater flexibility in the front side of the hips. It targets a chronically tight muscle group and is often performed as part of a dynamic warm-up, a cool-down, or as recovery work after training.",stretching,quadriceps,body only,intermediate,5.4,Kneeling pinggul flexor stretch
Iron Crosses (stretch),,stretching,quadriceps,body only,intermediate,5.2,Iron Crosses (stretch)
All Fours Quad Stretch,,stretching,quadriceps,body only,beginner,5.0,All Fours Quad Stretch
Lying quad stretch with band,"The lying quad stretch with band is a simple way to stretch a chronically tight muscle group of the lower body. It is common in stretching and yoga classes but can also be performed individually as part of a warm-up, paired with movements in a workout, or as part of a cool-down or recovery strategy.",stretching,quadriceps,body only,intermediate,4.9,berbaring quad stretch with band
One Half Locust,,stretching,quadriceps,body only,intermediate,4.7,One Half Locust
Standing Hip Flexors,,stretching,quadriceps,body only,intermediate,4.4,berdiri pinggul Flexors
Looking At Ceiling,,stretching,quadriceps,body only,intermediate,4.3,Looking At Ceiling
Rear Leg Raises,,stretching,quadriceps,body only,beginner,3.4,Rear kaki angkat
On Your Side Quad Stretch,,stretching,quadriceps,body only,intermediate,3.3,On Your samping Quad Stretch
On-Your-Back Quad Stretch,,stretching,quadriceps,body only,intermediate,3.3,On-Your-punggung Quad Stretch
Standing Elevated Quad Stretch,,stretching,quadriceps,body only,intermediate,2.7,berdiri Elevated Quad Stretch
Thigh killa,"The thigh killa is a challenging lower-body bodyweight exercise that builds muscular endurance with a series of hops and bodyweight squats. It can be performed for time or reps, usually in a circuit workout or as a lower-body finisher.",strength,quadriceps,body only,intermediate,0.0,Thigh killa
Southpaw sprawl,"The southpaw sprawl is a full-body movement that combines elements of a single-arm plank and a sprawl. It also has a rotational component, with a jumping leg-cross and torso twist in a single-arm plank position. It is a challenging move that trains balance, core strength, and many muscle groups, making it work well in a time-efficient bodyweight circuit workout.",plyometrics,quadriceps,body only,intermediate,0.0,Southpaw sprawl
Stride Jump Crossover,,plyometrics,quadriceps,body only,intermediate,0.0,Stride Jump Crossover
Side Standing Long Jump,,plyometrics,quadriceps,body only,intermediate,0.0,samping berdiri Long Jump
Wall squat,"The wall squat is a bodyweight exercise targeting the quadriceps, as well as other muscles in the lower body and core. The lifter's back is flat against a wall, and the back slides down and up the wall during each rep. If you don't have a smooth wall to slide on, the exercise can also be performed with an exercise ball between the back and the wall.",strength,quadriceps,body only,intermediate,0.0,Wall squat
Slide Jump Shot,,plyometrics,quadriceps,body only,beginner,0.0,Slide Jump Shot
Sprawl frog kick,"The sprawl frog kick is an explosive bodyweight exercise that targets multiple muscle groups across the upper and lower body. It is similar to a traditional sprawl, but with an extra hop in the middle of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",plyometrics,quadriceps,body only,intermediate,0.0,Sprawl frog kick
Lateral Speed Step,,cardio,quadriceps,body only,intermediate,0.0,Lateral Speed Step
Side Hop-Sprint,,plyometrics,quadriceps,body only,intermediate,0.0,samping Hop-Sprint
Pop squat,"The pop squat is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It is similar to a jump squat, but alternates between a narrow and wide stance with each jump. It can be performed for time or reps in power training and is also effective in any fat-loss or athleticism-focused workout.",plyometrics,quadriceps,body only,intermediate,0.0,Pop squat
Star Jump,,plyometrics,quadriceps,body only,beginner,0.0,Star Jump
Side Lunge Touching Heel,"The side lunge cross-body heel-touch is a lower-body exercise targeting the quads, glutes, and hamstrings. The heel-touch adds a slight rotational challenge.",strength,quadriceps,body only,intermediate,0.0,samping lunge Touching Heel
Lying Prone Quadriceps,,stretching,quadriceps,body only,beginner,0.0,berbaring Prone Quadriceps
Fast Kick With Arm Circles,,cardio,quadriceps,body only,beginner,0.0,Fast Kick With lengan Circles
